//Song info
INFO:Title|Untitled
INFO:BPM|125
INFO:LPB|8
//Track ID table
TRACK:0|stablead
TRACK:1|choirs
TRACK:2|lead1
TRACK:3|lead2
TRACK:4|bass
TRACK:5|bassgroup
TRACK:6|kicks
TRACK:7|primary drums
TRACK:8|Track 09
TRACK:9|Track 10
TRACK:10|hihats
TRACK:11|percussion
TRACK:12|hard snares
TRACK:13|rave stab
TRACK:14|vox
TRACK:15|Mst
TRACK:16|dekay
TRACK:17|spread
TRACK:18|edge
//Instrument ID table
INSTR:0|VST: SQ8L (AMBASS)
INSTR:1|VST: SQ8L (SATURN)
INSTR:2|04 Milk Bottle Plant, Bottle Cleanin
INSTR:3|Unnamed
INSTR:4|11-08 Rivers And Streams, Lock Gates
INSTR:5|Unnamed
INSTR:6|[S] VST: Voyager (---)
INSTR:7|kick_011
INSTR:8|kick_008
INSTR:9|TranceBD015
INSTR:10|VST: Absynth 5 Stereo (Horror Synth)
INSTR:11|VST: Absynth 5 Stereo (Windswept)
INSTR:12|VST: Philharmonik (Default)
INSTR:13|clap_005
INSTR:14|Rage_SD06-raw
INSTR:15|Rage_HH03c
INSTR:16|Rage_HH06o-tap
INSTR:17|Zenhiser DL-OHSSH01 006
INSTR:18|Unnamed
INSTR:19|TranceBD006
INSTR:20|TranceBD057
INSTR:21|Unnamed
INSTR:22|Unnamed
INSTR:23|when you had sight
INSTR:24|New Sample 01
INSTR:25|yuggoth1
INSTR:26|New Sample 04
INSTR:27|New Sample 03
INSTR:28|Unnamed
INSTR:29|Unnamed
INSTR:30|Unnamed
INSTR:31|D'n'B Crash 06
INSTR:32|Unnamed
INSTR:33|Unnamed
INSTR:34|Unnamed
//Playback data: track number|instrument number|seconds|MIDI note value (google it)|volume value,...
NOTE:8|8|162.84|47|255
NOTE:4|0|163.08|56|255
NOTE:0|1|163.32|60|255
NOTE:4|0|163.32|56|255
NOTE:6|9|163.32|48|255
NOTE:6|6|163.32|48|255
NOTE:13|17|163.32|36|255
NOTE:4|0|163.56|56|255
NOTE:4|0|163.8|56|255
NOTE:8|8|163.8|47|255
NOTE:4|0|164.04|56|255
NOTE:0|1|164.28|62|255
NOTE:1|12|164.28|62|255
NOTE:1|2|164.28|60|255
NOTE:4|0|164.28|55|255
NOTE:6|9|164.28|48|255
NOTE:4|0|164.52|55|255
NOTE:0|1|164.76|63|255
NOTE:4|0|164.76|55|255
NOTE:8|8|164.76|46|255
NOTE:4|0|165|55|255
NOTE:13|17|165|48|255
NOTE:0|1|165.24|62|255
NOTE:4|0|165.24|55|255
NOTE:6|4|165.24|50|255
NOTE:6|9|165.24|48|255
NOTE:13|17|165.24|43|255
NOTE:4|0|165.48|55|255
NOTE:4|0|165.72|55|255
NOTE:8|8|165.72|46|255
NOTE:4|0|165.96|55|255
NOTE:0|1|166.2|67|255
NOTE:1|12|166.2|62|255
NOTE:4|0|166.2|55|255
NOTE:6|9|166.2|48|255
NOTE:6|6|166.2|48|255
NOTE:4|0|166.44|55|255
NOTE:0|1|166.68|63|255
NOTE:4|0|166.68|55|255
NOTE:8|8|166.68|46|255
NOTE:4|0|166.92|55|255
NOTE:0|1|167.16|62|255
NOTE:4|0|167.16|55|255
NOTE:6|9|167.16|48|255
NOTE:6|6|167.16|48|255
NOTE:4|0|167.4|55|255
NOTE:4|0|167.64|55|255
NOTE:8|8|167.64|46|255
NOTE:4|0|167.88|55|255
NOTE:0|1|168.12|62|255
NOTE:1|12|168.12|63|255
NOTE:1|2|168.12|60|255
NOTE:4|0|168.12|58|255
NOTE:6|9|168.12|48|255
NOTE:4|0|168.36|58|255
NOTE:8|13|168.36|39|255
NOTE:0|1|168.6|65|255
NOTE:4|0|168.6|58|255
NOTE:8|8|168.6|49|255
NOTE:4|0|168.84|58|255
NOTE:0|1|169.08|62|255
NOTE:4|0|169.08|58|255
NOTE:6|4|169.08|50|255
NOTE:6|9|169.08|48|255
NOTE:13|17|169.08|43|255
NOTE:4|0|169.32|58|255
NOTE:4|0|169.56|58|255
NOTE:8|8|169.56|49|255
NOTE:4|0|169.8|58|255
NOTE:0|1|170.04|67|255
NOTE:1|12|170.04|63|255
NOTE:4|0|170.04|60|255
NOTE:6|9|170.04|48|255
NOTE:6|6|170.04|48|255
NOTE:4|0|170.28|60|255
NOTE:0|1|170.52|63|255
NOTE:4|0|170.52|60|255
NOTE:8|8|170.52|51|255
NOTE:4|0|170.76|60|255
NOTE:0|1|171|60|255
NOTE:4|0|171|60|255
NOTE:6|9|171|48|255
NOTE:6|6|171|48|255
NOTE:8|14|171|36|255
NOTE:4|0|171.24|60|255
NOTE:4|0|171.48|60|255
NOTE:8|8|171.48|51|255
NOTE:4|0|171.72|60|255
NOTE:0|1|171.96|62|255
NOTE:1|12|171.96|62|255
NOTE:1|2|171.96|60|255
NOTE:4|0|171.96|55|255
NOTE:6|9|171.96|48|255
NOTE:10|15|171.96|48|255
NOTE:12|14|171.96|48|255
NOTE:10|15|172.08|48|255
NOTE:4|0|172.2|55|255
NOTE:10|15|172.2|48|255
NOTE:10|15|172.32|48|255
NOTE:0|1|172.44|63|255
NOTE:3|11|172.44|62|255
NOTE:4|0|172.44|55|255
NOTE:8|8|172.44|46|255
NOTE:10|16|172.44|48|255
NOTE:3|11|172.56|86|255
NOTE:10|15|172.56|48|255
NOTE:4|0|172.68|55|255
NOTE:10|15|172.68|48|255
NOTE:13|17|172.68|48|255
NOTE:10|15|172.8|48|255
NOTE:0|1|172.92|62|255
NOTE:4|0|172.92|55|255
NOTE:6|4|172.92|50|255
NOTE:6|9|172.92|48|255
NOTE:8|14|172.92|36|255
NOTE:10|15|172.92|48|255
NOTE:12|14|172.92|48|255
NOTE:13|17|172.92|43|255
NOTE:10|15|173.04|48|255
NOTE:4|0|173.16|55|255
NOTE:10|15|173.16|48|255
NOTE:10|16|173.28|48|255
NOTE:4|0|173.4|55|255
NOTE:8|8|173.4|46|255
NOTE:10|15|173.4|48|255
NOTE:10|15|173.52|48|255
NOTE:4|0|173.64|55|255
NOTE:10|13|173.64|41|255
NOTE:0|1|173.88|67|255
NOTE:1|12|173.88|62|255
NOTE:4|0|173.88|55|255
NOTE:6|9|173.88|48|255
NOTE:6|6|173.88|48|255
NOTE:10|15|173.88|48|255
NOTE:12|14|173.88|48|255
NOTE:4|0|174.12|55|255
NOTE:10|15|174.12|48|255
NOTE:10|15|174.24|48|255
NOTE:0|1|174.36|63|255
NOTE:4|0|174.36|55|255
NOTE:8|8|174.36|46|255
NOTE:10|16|174.36|48|255
NOTE:10|15|174.48|48|255
NOTE:4|0|174.6|55|255
NOTE:10|15|174.6|48|255
NOTE:10|15|174.72|48|255
NOTE:0|1|174.84|62|255
NOTE:4|0|174.84|55|255
NOTE:6|4|174.84|50|255
NOTE:6|9|174.84|48|255
NOTE:6|6|174.84|48|255
NOTE:8|14|174.84|36|255
NOTE:10|15|174.84|48|255
NOTE:12|14|174.84|48|255
NOTE:4|0|175.08|55|255
NOTE:10|15|175.08|48|255
NOTE:10|16|175.2|48|255
NOTE:4|0|175.32|55|255
NOTE:8|8|175.32|46|255
NOTE:10|15|175.32|48|255
NOTE:10|15|175.44|48|255
NOTE:4|0|175.56|55|255
NOTE:10|13|175.56|41|255
NOTE:0|1|175.8|62|255
NOTE:1|12|175.8|63|255
NOTE:1|2|175.8|60|255
NOTE:4|0|175.8|56|255
NOTE:6|9|175.8|48|255
NOTE:10|15|175.8|48|255
NOTE:12|14|175.8|48|255
NOTE:10|15|175.92|48|255
NOTE:4|0|176.04|56|255
NOTE:10|15|176.04|48|255
NOTE:10|15|176.16|48|255
NOTE:0|1|176.28|65|255
NOTE:4|0|176.28|56|255
NOTE:8|8|176.28|47|255
NOTE:10|16|176.28|48|255
NOTE:10|15|176.4|48|255
NOTE:4|0|176.52|56|255
NOTE:10|15|176.52|48|255
NOTE:10|15|176.64|48|255
NOTE:0|1|176.76|62|255
NOTE:4|0|176.76|56|255
NOTE:6|4|176.76|50|255
NOTE:6|9|176.76|48|255
NOTE:8|14|176.76|36|255
NOTE:10|15|176.76|48|255
NOTE:12|14|176.76|48|255
NOTE:10|15|176.88|48|255
NOTE:4|0|177|56|255
NOTE:10|15|177|48|255
NOTE:10|16|177.12|48|255
NOTE:4|0|177.24|56|255
NOTE:8|8|177.24|47|255
NOTE:10|15|177.24|48|255
NOTE:10|15|177.36|48|255
NOTE:4|0|177.48|56|255
NOTE:10|13|177.48|41|255
NOTE:0|1|177.72|67|255
NOTE:1|12|177.72|63|255
NOTE:4|0|177.72|56|255
NOTE:6|9|177.72|48|255
NOTE:6|6|177.72|48|255
NOTE:10|15|177.72|48|255
NOTE:12|14|177.72|48|255
NOTE:10|15|177.84|48|255
NOTE:4|0|177.96|56|255
NOTE:10|15|177.96|48|255
NOTE:10|15|178.08|48|255
NOTE:0|1|178.2|63|255
NOTE:4|0|178.2|56|255
NOTE:8|8|178.2|47|255
NOTE:10|16|178.2|48|255
NOTE:10|15|178.32|48|255
NOTE:4|0|178.44|56|255
NOTE:10|15|178.44|48|255
NOTE:10|15|178.56|48|255
NOTE:0|1|178.68|60|255
NOTE:4|0|178.68|56|255
NOTE:6|9|178.68|48|255
NOTE:6|6|178.68|48|255
NOTE:8|14|178.68|36|255
NOTE:10|15|178.68|48|255
NOTE:12|14|178.68|48|255
NOTE:10|15|178.8|48|255
NOTE:4|0|178.92|56|255
NOTE:10|16|178.92|48|255
NOTE:10|16|179.04|48|255
NOTE:4|0|179.16|56|255
NOTE:8|8|179.16|47|255
NOTE:10|15|179.16|48|255
NOTE:10|15|179.28|48|255
NOTE:4|0|179.4|56|255
NOTE:10|16|179.4|48|255
NOTE:10|16|179.46|48|255
NOTE:10|16|179.52|48|255
NOTE:10|16|179.58|48|255
NOTE:0|1|179.64|62|255
NOTE:1|12|179.64|62|255
NOTE:1|2|179.64|60|255
NOTE:4|0|179.64|55|255
NOTE:6|9|179.64|48|255
NOTE:10|15|179.64|48|255
NOTE:12|14|179.64|48|255
NOTE:10|15|179.76|48|255
NOTE:4|0|179.88|55|255
NOTE:10|15|179.88|48|255
NOTE:10|15|180|48|255
NOTE:0|1|180.12|63|255
NOTE:4|0|180.12|55|255
NOTE:8|8|180.12|46|255
NOTE:10|16|180.12|48|255
NOTE:3|11|180.24|82|255
NOTE:10|15|180.24|48|255
NOTE:4|0|180.36|55|255
NOTE:10|15|180.36|48|255
NOTE:10|15|180.48|48|255
NOTE:0|1|180.6|62|255
NOTE:4|0|180.6|55|255
NOTE:6|4|180.6|50|255
NOTE:6|9|180.6|48|255
NOTE:8|14|180.6|36|255
NOTE:10|15|180.6|48|255
NOTE:12|14|180.6|48|255
NOTE:10|15|180.72|48|255
NOTE:4|0|180.84|55|255
NOTE:10|15|180.84|48|255
NOTE:10|16|180.96|48|255
NOTE:4|0|181.08|55|255
NOTE:8|8|181.08|46|255
NOTE:10|15|181.08|48|255
NOTE:10|15|181.2|48|255
NOTE:4|0|181.32|55|255
NOTE:10|13|181.32|41|255
NOTE:0|1|181.56|67|255
NOTE:1|12|181.56|62|255
NOTE:4|0|181.56|55|255
NOTE:6|9|181.56|48|255
NOTE:6|6|181.56|48|255
NOTE:10|15|181.56|48|255
NOTE:12|14|181.56|48|255
NOTE:10|15|181.68|48|255
NOTE:4|0|181.8|55|255
NOTE:10|15|181.8|48|255
NOTE:10|15|181.92|48|255
NOTE:0|1|182.04|63|255
NOTE:4|0|182.04|55|255
NOTE:8|8|182.04|46|255
NOTE:10|16|182.04|48|255
NOTE:10|15|182.16|48|255
NOTE:4|0|182.28|55|255
NOTE:10|15|182.28|48|255
NOTE:10|15|182.4|48|255
NOTE:0|1|182.52|62|255
NOTE:4|0|182.52|55|255
NOTE:6|9|182.52|48|255
NOTE:6|6|182.52|48|255
NOTE:8|14|182.52|36|255
NOTE:10|15|182.52|48|255
NOTE:12|14|182.52|48|255
NOTE:10|15|182.64|48|255
NOTE:4|0|182.76|55|255
NOTE:10|16|182.76|48|255
NOTE:10|16|182.88|48|255
NOTE:4|0|183|55|255
NOTE:8|8|183|46|255
NOTE:10|15|183|48|255
NOTE:10|15|183.12|48|255
NOTE:4|0|183.24|55|255
NOTE:10|16|183.24|48|255
NOTE:10|16|183.3|48|255
NOTE:10|16|183.36|48|255
NOTE:10|16|183.42|48|255
NOTE:0|1|183.48|62|255
NOTE:1|12|183.48|63|255
NOTE:1|2|183.48|60|255
NOTE:4|0|183.48|58|255
NOTE:6|9|183.48|48|255
NOTE:10|15|183.48|48|255
NOTE:12|14|183.48|48|255
NOTE:10|15|183.6|48|255
NOTE:4|0|183.72|58|255
NOTE:8|13|183.72|39|255
NOTE:10|15|183.72|48|255
NOTE:10|15|183.84|48|255
NOTE:0|1|183.96|65|255
NOTE:4|0|183.96|58|255
NOTE:8|8|183.96|49|255
NOTE:10|16|183.96|48|255
NOTE:3|11|184.08|79|255
NOTE:3|11|184.08|70|255
NOTE:10|15|184.08|48|255
NOTE:4|0|184.2|58|255
NOTE:10|15|184.2|48|255
NOTE:10|15|184.32|48|255
NOTE:0|1|184.44|62|255
NOTE:4|0|184.44|58|255
NOTE:6|4|184.44|50|255
NOTE:6|9|184.44|48|255
NOTE:8|14|184.44|36|255
NOTE:10|15|184.44|48|255
NOTE:12|14|184.44|48|255
NOTE:10|15|184.56|48|255
NOTE:4|0|184.68|58|255
NOTE:10|15|184.68|48|255
NOTE:10|16|184.8|48|255
NOTE:4|0|184.92|58|255
NOTE:8|8|184.92|49|255
NOTE:10|15|184.92|48|255
NOTE:10|15|185.04|48|255
NOTE:4|0|185.16|58|255
NOTE:10|13|185.16|41|255
NOTE:0|1|185.4|67|255
NOTE:1|12|185.4|63|255
NOTE:3|11|185.4|67|255
NOTE:4|0|185.4|60|255
NOTE:6|9|185.4|48|255
NOTE:6|6|185.4|48|255
NOTE:10|15|185.4|48|255
NOTE:12|14|185.4|48|255
NOTE:10|15|185.52|48|255
NOTE:4|0|185.64|60|255
NOTE:10|15|185.64|48|255
NOTE:10|15|185.76|48|255
NOTE:0|1|185.88|63|255
NOTE:4|0|185.88|60|255
NOTE:8|8|185.88|51|255
NOTE:10|16|185.88|48|255
NOTE:3|11|186|74|255
NOTE:10|15|186|48|255
NOTE:4|0|186.12|60|255
NOTE:10|15|186.12|48|255
NOTE:10|15|186.24|48|255
NOTE:0|1|186.36|60|255
NOTE:4|0|186.36|60|255
NOTE:6|9|186.36|48|255
NOTE:6|6|186.36|48|255
NOTE:8|14|186.36|36|255
NOTE:10|15|186.36|48|255
NOTE:12|14|186.36|48|255
NOTE:10|15|186.48|48|255
NOTE:4|0|186.6|60|255
NOTE:10|16|186.6|48|255
NOTE:10|16|186.72|48|255
NOTE:4|0|186.84|60|255
NOTE:8|8|186.84|51|255
NOTE:10|15|186.84|48|255
NOTE:10|15|186.96|48|255
NOTE:4|0|187.08|60|255
NOTE:10|16|187.08|48|255
NOTE:14|25|187.08|48|255
NOTE:10|16|187.14|48|255
NOTE:10|16|187.2|48|255
NOTE:10|16|187.26|48|255
NOTE:0|1|187.32|62|255
NOTE:1|12|187.32|62|255
NOTE:1|2|187.32|60|255
NOTE:2|10|187.32|62|255
NOTE:4|0|187.32|55|255
NOTE:4|0|187.56|55|255
NOTE:0|1|187.8|63|80
NOTE:3|11|187.8|62|255
NOTE:4|0|187.8|55|255
NOTE:3|11|187.92|86|255
NOTE:4|0|188.04|55|255
NOTE:13|17|188.04|48|255
NOTE:0|1|188.28|62|80
NOTE:4|0|188.28|55|255
NOTE:13|17|188.28|43|255
NOTE:4|0|188.52|55|255
NOTE:4|0|188.76|55|255
NOTE:4|0|189|55|255
NOTE:0|1|189.24|67|255
NOTE:1|12|189.24|62|255
NOTE:4|0|189.24|55|255
NOTE:4|0|189.48|55|255
NOTE:0|1|189.72|63|80
NOTE:4|0|189.72|55|255
NOTE:4|0|189.96|55|255
NOTE:0|1|190.2|62|80
NOTE:4|0|190.2|55|255
NOTE:4|0|190.44|55|255
NOTE:4|0|190.68|55|255
NOTE:4|0|190.92|55|255
NOTE:0|1|191.16|62|255
NOTE:1|12|191.16|63|255
NOTE:1|2|191.16|60|255
NOTE:2|10|191.16|65|255
NOTE:4|0|191.16|56|255
NOTE:4|0|191.4|56|255
NOTE:0|1|191.64|65|80
NOTE:4|0|191.64|56|255
NOTE:4|0|191.88|56|255
NOTE:0|1|192.12|62|80
NOTE:4|0|192.12|56|255
NOTE:4|0|192.36|56|255
NOTE:4|0|192.6|56|255
NOTE:4|0|192.84|56|255
NOTE:0|1|193.08|67|255
NOTE:1|12|193.08|63|255
NOTE:2|10|193.08|63|255
NOTE:4|0|193.08|56|255
NOTE:4|0|193.32|56|255
NOTE:0|1|193.56|63|80
NOTE:4|0|193.56|56|255
NOTE:4|0|193.8|56|255
NOTE:0|1|194.04|60|80
NOTE:4|0|194.04|56|255
NOTE:4|0|194.28|56|255
NOTE:4|0|194.52|56|255
NOTE:4|0|194.76|56|255
NOTE:0|1|195|62|255
NOTE:1|12|195|62|255
NOTE:1|2|195|60|255
NOTE:2|10|195|62|255
NOTE:4|0|195|55|255
NOTE:4|0|195.24|55|255
NOTE:0|1|195.48|63|80
NOTE:4|0|195.48|55|255
NOTE:3|11|195.6|82|255
NOTE:4|0|195.72|55|255
NOTE:13|17|195.72|48|255
NOTE:0|1|195.96|62|80
NOTE:4|0|195.96|55|255
NOTE:13|17|195.96|43|255
NOTE:4|0|196.2|55|255
NOTE:4|0|196.44|55|255
NOTE:4|0|196.68|55|255
NOTE:0|1|196.92|67|255
NOTE:1|12|196.92|62|255
NOTE:4|0|196.92|55|255
NOTE:4|0|197.16|55|255
NOTE:0|1|197.4|63|80
NOTE:4|0|197.4|55|255
NOTE:4|0|197.64|55|255
NOTE:0|1|197.88|62|80
NOTE:4|0|197.88|55|255
NOTE:4|0|198.12|55|255
NOTE:4|0|198.36|55|255
NOTE:4|0|198.6|55|255
NOTE:1|12|202.68|62|255
NOTE:8|7|202.68|48|255
NOTE:8|13|202.68|41|255
NOTE:9|19|202.68|50|255
NOTE:8|8|202.8|46|255
NOTE:8|7|202.92|48|255
NOTE:8|13|202.92|41|255
NOTE:9|19|202.92|50|255
NOTE:8|8|203.04|46|255
NOTE:4|0|203.16|55|255
NOTE:6|9|203.16|48|255
NOTE:8|7|203.16|48|255
NOTE:8|13|203.16|41|255
NOTE:9|19|203.16|50|255
NOTE:6|9|203.28|48|255
NOTE:8|20|203.28|50|255
NOTE:4|0|203.4|55|255
NOTE:6|9|203.4|48|255
NOTE:8|13|203.4|39|255
NOTE:9|19|203.4|50|255
NOTE:6|9|203.52|48|255
NOTE:4|0|203.64|55|255
NOTE:6|9|203.64|48|255
NOTE:8|9|203.64|50|255
NOTE:9|19|203.64|50|255
NOTE:4|0|203.88|55|255
NOTE:6|9|203.88|48|255
NOTE:9|19|203.88|50|255
NOTE:9|19|204|50|255
NOTE:4|0|204.12|55|255
NOTE:6|9|204.12|48|255
NOTE:8|8|204.12|46|255
NOTE:9|19|204.12|50|255
NOTE:6|9|204.24|48|255
NOTE:9|19|204.24|50|255
NOTE:4|0|204.36|55|255
NOTE:6|9|204.36|48|255
NOTE:9|19|204.36|50|255
NOTE:6|9|204.42|48|255
NOTE:6|9|204.48|48|255
NOTE:9|19|204.48|50|255
NOTE:6|9|204.54|48|255
NOTE:1|12|204.6|62|255
NOTE:4|0|204.6|55|255
NOTE:6|9|204.6|48|255
NOTE:6|6|204.6|48|255
NOTE:9|19|204.6|50|255
NOTE:9|19|204.72|50|255
NOTE:4|0|204.84|55|255
NOTE:6|9|204.84|48|255
NOTE:9|19|204.84|50|255
NOTE:6|9|204.96|48|255
NOTE:9|19|204.96|50|255
NOTE:4|0|205.08|55|255
NOTE:6|9|205.08|48|255
NOTE:8|8|205.08|46|255
NOTE:9|19|205.08|50|255
NOTE:9|19|205.14|50|255
NOTE:9|19|205.2|50|255
NOTE:4|0|205.32|55|255
NOTE:6|9|205.32|48|255
NOTE:9|19|205.32|50|255
NOTE:6|9|205.44|48|255
NOTE:9|19|205.44|50|255
NOTE:6|9|205.5|48|255
NOTE:4|0|205.56|55|255
NOTE:6|9|205.56|48|255
NOTE:6|6|205.56|48|255
NOTE:8|9|205.56|50|255
NOTE:8|14|205.56|36|255
NOTE:9|19|205.56|50|255
NOTE:9|19|205.68|50|255
NOTE:4|0|205.8|55|255
NOTE:6|9|205.8|48|255
NOTE:9|19|205.8|50|255
NOTE:6|9|205.92|48|255
NOTE:9|19|205.92|50|255
NOTE:4|0|206.04|55|255
NOTE:6|9|206.04|48|255
NOTE:8|8|206.04|46|255
NOTE:9|19|206.04|50|255
NOTE:9|19|206.16|50|255
NOTE:4|0|206.28|55|255
NOTE:6|9|206.28|48|255
NOTE:9|19|206.28|50|255
NOTE:6|9|206.4|48|255
NOTE:9|19|206.4|50|255
NOTE:6|9|206.46|48|255
NOTE:1|12|206.52|63|255
NOTE:4|0|206.52|56|255
NOTE:6|9|206.52|48|255
NOTE:9|19|206.52|50|255
NOTE:6|9|206.64|48|255
NOTE:4|0|206.76|56|255
NOTE:6|9|206.76|48|255
NOTE:9|19|206.76|50|255
NOTE:6|9|206.88|48|255
NOTE:9|19|206.88|50|255
NOTE:4|0|207|56|255
NOTE:6|9|207|48|255
NOTE:8|13|207|39|255
NOTE:9|19|207|50|255
NOTE:9|19|207.06|50|255
NOTE:6|9|207.12|48|255
NOTE:8|20|207.12|50|255
NOTE:9|19|207.12|50|255
NOTE:4|0|207.24|56|255
NOTE:6|9|207.24|48|255
NOTE:8|13|207.24|39|255
NOTE:9|19|207.24|50|255
NOTE:6|9|207.36|48|255
NOTE:9|19|207.36|50|255
NOTE:4|0|207.48|56|255
NOTE:6|9|207.48|48|255
NOTE:8|13|207.48|39|255
NOTE:9|19|207.48|50|255
NOTE:6|9|207.6|48|255
NOTE:8|20|207.6|50|255
NOTE:9|19|207.6|50|255
NOTE:4|0|207.72|56|255
NOTE:6|9|207.72|48|255
NOTE:8|13|207.72|39|255
NOTE:9|19|207.72|50|255
NOTE:6|9|207.84|48|255
NOTE:9|19|207.84|50|255
NOTE:4|0|207.96|56|255
NOTE:6|9|207.96|48|255
NOTE:8|8|207.96|47|255
NOTE:9|19|207.96|50|255
NOTE:6|9|208.08|48|255
NOTE:9|19|208.08|50|255
NOTE:4|0|208.2|56|255
NOTE:6|9|208.2|48|255
NOTE:9|19|208.2|50|255
NOTE:6|9|208.26|48|255
NOTE:6|9|208.32|48|255
NOTE:9|19|208.32|50|255
NOTE:6|9|208.38|48|255
NOTE:1|12|208.44|63|255
NOTE:4|0|208.44|56|255
NOTE:6|9|208.44|48|255
NOTE:6|6|208.44|48|255
NOTE:9|19|208.44|50|255
NOTE:6|9|208.56|48|255
NOTE:9|19|208.56|50|255
NOTE:4|0|208.68|56|255
NOTE:6|9|208.68|48|255
NOTE:9|19|208.68|50|255
NOTE:6|9|208.8|48|255
NOTE:9|19|208.8|50|255
NOTE:4|0|208.92|56|255
NOTE:6|9|208.92|48|255
NOTE:8|13|208.92|39|255
NOTE:9|19|208.92|50|255
NOTE:9|19|208.98|50|255
NOTE:6|9|209.04|48|255
NOTE:8|20|209.04|50|255
NOTE:9|19|209.04|50|255
NOTE:4|0|209.16|56|255
NOTE:6|9|209.16|48|255
NOTE:8|13|209.16|39|255
NOTE:9|19|209.16|50|255
NOTE:6|9|209.28|48|255
NOTE:9|19|209.28|50|255
NOTE:6|9|209.34|48|255
NOTE:4|0|209.4|56|255
NOTE:6|9|209.4|48|255
NOTE:6|6|209.4|48|255
NOTE:8|14|209.4|36|255
NOTE:9|19|209.4|50|255
NOTE:6|9|209.52|48|255
NOTE:9|19|209.52|50|255
NOTE:4|0|209.64|56|255
NOTE:6|9|209.64|48|255
NOTE:9|19|209.64|50|255
NOTE:6|9|209.76|48|255
NOTE:9|19|209.76|50|255
NOTE:4|0|209.88|56|255
NOTE:6|9|209.88|48|255
NOTE:8|8|209.88|47|255
NOTE:9|19|209.88|50|255
NOTE:6|9|210|48|255
NOTE:9|19|210|50|255
NOTE:4|0|210.12|56|255
NOTE:6|9|210.12|48|255
NOTE:9|19|210.12|50|255
NOTE:6|9|210.24|48|255
NOTE:9|19|210.24|50|255
NOTE:6|9|210.3|48|255
NOTE:1|12|210.36|62|255
NOTE:4|0|210.36|55|255
NOTE:6|9|210.36|48|255
NOTE:9|19|210.36|50|255
NOTE:4|0|210.6|55|255
NOTE:6|9|210.6|48|255
NOTE:9|19|210.6|50|255
NOTE:4|0|210.84|55|255
NOTE:6|9|210.84|48|255
NOTE:8|8|210.84|46|255
NOTE:9|19|210.84|50|255
NOTE:9|19|210.9|50|255
NOTE:6|9|210.96|48|255
NOTE:9|19|210.96|50|255
NOTE:4|0|211.08|55|255
NOTE:6|9|211.08|48|255
NOTE:9|19|211.08|50|255
NOTE:6|9|211.2|48|255
NOTE:9|19|211.2|50|255
NOTE:4|0|211.32|55|255
NOTE:6|9|211.32|48|255
NOTE:9|19|211.32|50|255
NOTE:6|9|211.44|48|255
NOTE:9|19|211.44|50|255
NOTE:4|0|211.56|55|255
NOTE:6|9|211.56|48|255
NOTE:9|19|211.56|50|255
NOTE:6|9|211.68|48|255
NOTE:9|19|211.68|50|255
NOTE:4|0|211.8|55|255
NOTE:6|9|211.8|48|255
NOTE:8|8|211.8|46|255
NOTE:9|19|211.8|50|255
NOTE:6|9|211.92|48|255
NOTE:9|19|211.92|50|255
NOTE:4|0|212.04|55|255
NOTE:6|9|212.04|48|255
NOTE:9|19|212.04|50|255
NOTE:6|9|212.1|48|255
NOTE:6|9|212.16|48|255
NOTE:9|19|212.16|50|255
NOTE:6|9|212.22|48|255
NOTE:1|12|212.28|62|255
NOTE:4|0|212.28|55|255
NOTE:6|9|212.28|48|255
NOTE:6|6|212.28|48|255
NOTE:9|19|212.28|50|255
NOTE:6|9|212.4|48|255
NOTE:9|19|212.4|50|255
NOTE:4|0|212.52|55|255
NOTE:6|9|212.52|48|255
NOTE:9|19|212.52|50|255
NOTE:6|9|212.64|48|255
NOTE:9|19|212.64|50|255
NOTE:4|0|212.76|55|255
NOTE:6|9|212.76|48|255
NOTE:8|8|212.76|46|255
NOTE:9|19|212.76|50|255
NOTE:9|19|212.82|50|255
NOTE:6|9|212.88|48|255
NOTE:9|19|212.88|50|255
NOTE:4|0|213|55|255
NOTE:6|9|213|48|255
NOTE:9|19|213|50|255
NOTE:6|9|213.12|48|255
NOTE:9|19|213.12|50|255
NOTE:6|9|213.18|48|255
NOTE:4|0|213.24|55|255
NOTE:6|9|213.24|48|255
NOTE:6|6|213.24|48|255
NOTE:8|14|213.24|36|255
NOTE:9|19|213.24|50|255
NOTE:4|0|213.48|55|255
NOTE:6|9|213.48|48|255
NOTE:9|19|213.48|50|255
NOTE:6|9|213.6|48|255
NOTE:9|19|213.6|50|255
NOTE:4|0|213.72|55|255
NOTE:6|9|213.72|48|255
NOTE:8|8|213.72|46|255
NOTE:8|14|213.72|36|255
NOTE:9|19|213.72|50|255
NOTE:6|9|213.84|48|255
NOTE:9|19|213.84|50|255
NOTE:4|0|213.96|55|255
NOTE:6|9|213.96|48|255
NOTE:9|19|213.96|50|255
NOTE:6|9|214.08|48|255
NOTE:9|19|214.08|50|255
NOTE:6|9|214.14|48|255
NOTE:1|12|214.2|63|255
NOTE:4|0|214.2|58|255
NOTE:6|9|214.2|48|255
NOTE:9|19|214.2|50|255
NOTE:6|9|214.32|48|255
NOTE:9|19|214.32|50|255
NOTE:4|0|214.44|58|255
NOTE:6|9|214.44|48|255
NOTE:8|13|214.44|39|255
NOTE:9|19|214.44|50|255
NOTE:6|9|214.56|48|255
NOTE:9|19|214.56|50|255
NOTE:4|0|214.68|58|255
NOTE:6|9|214.68|48|255
